LOW_ESTIMATE,HIGH_ESTIMATE,MEAN_ESTIMATE,DURATION,DISTANCE,CATEGORY
20.0,26.0,23.0,1140,8.5,uberX
24.0,31.0,27.5,1140,8.5,UberSELECT
18.0,23.0,20.5,1020,6.65,uberX
22.0,28.0,25.0,1020,6.65,UberSELECT
27.0,34.0,30.5,1380,11.9,uberX
32.0,40.0,36.0,1380,11.9,UberSELECT
22.0,28.0,25.0,1440,9.38,uberX
27.0,34.0,30.5,1440,9.38,UberSELECT
18.0,23.0,20.5,1020,6.73,uberX
21.0,27.0,24.0,1020,6.73,UberSELECT
24.0,31.0,27.5,1560,10.03,uberX
29.0,36.0,32.5,1560,10.03,UberSELECT
9.0,12.0,10.5,480,3.03,uberX
11.0,14.0,12.5,480,3.03,UberSELECT
8.0,10.0,9.0,420,2.41,uberX
9.0,12.0,10.5,420,2.41,UberSELECT
10.0,13.0,11.5,540,3.34,uberX
12.0,15.0,13.5,540,3.34,UberSELECT
21.0,27.0,24.0,1200,8.12,uberX
26.0,32.0,29.0,1200,8.12,UberSELECT
13.0,17.0,15.0,780,4.67,uberX
15.0,20.0,17.5,780,4.67,UberSELECT
12.0,15.0,13.5,660,4.09,uberX
14.0,18.0,16.0,660,4.09,UberSELECT
25.0,32.0,28.5,1500,10.14,uberX
30.0,38.0,34.0,1500,10.14,UberSELECT
22.0,28.0,25.0,1320,8.9,uberX
26.0,33.0,29.5,1320,8.9,UberSELECT
14.0,18.0,16.0,900,5.15,uberX
17.0,21.0,19.0,900,5.15,UberSELECT
16.0,21.0,18.5,1020,6.23,uberX
19.0,25.0,22.0,1020,6.23,UberSELECT
18.0,23.0,20.5,900,6.36,uberX
21.0,27.0,24.0,900,6.36,UberSELECT
22.0,28.0,25.0,1440,8.98,uberX
26.0,33.0,29.5,1440,8.98,UberSELECT
20.0,25.0,22.5,1200,8.25,uberX
24.0,30.0,27.0,1200,8.25,UberSELECT
22.0,28.0,25.0,1320,8.59,uberX
27.0,33.0,30.0,1320,8.59,UberSELECT
11.0,15.0,13.0,660,4.09,uberX
14.0,18.0,16.0,660,4.09,UberSELECT
7.0,10.0,8.5,360,2.1,uberX
8.0,11.0,9.5,360,2.1,UberSELECT
17.0,21.0,19.0,1020,6.32,uberX
20.0,25.0,22.5,1020,6.32,UberSELECT
9.0,12.0,10.5,480,3.06,uberX
11.0,14.0,12.5,480,3.06,UberSELECT
25.0,32.0,28.5,1620,10.14,uberX
30.0,38.0,34.0,1620,10.14,UberSELECT
11.0,14.0,12.5,600,3.65,uberX
13.0,16.0,14.5,600,3.65,UberSELECT
22.0,28.0,25.0,1260,9.16,uberX
26.0,33.0,29.5,1260,9.16,UberSELECT
12.0,16.0,14.0,840,4.26,uberX
15.0,19.0,17.0,840,4.26,UberSELECT
8.0,11.0,9.5,360,2.69,uberX
10.0,13.0,11.5,360,2.69,UberSELECT
7.0,9.0,8.0,360,1.76,uberX
8.0,11.0,9.5,360,1.76,UberSELECT
11.0,15.0,13.0,660,3.95,uberX
14.0,18.0,16.0,660,3.95,UberSELECT
20.0,26.0,23.0,1200,8.37,uberX
29.0,36.0,32.5,1200,8.37,UberSELECT
11.0,14.0,12.5,600,3.72,uberX
19.0,25.0,22.0,600,3.72,UberSELECT
10.0,13.0,11.5,540,3.38,uberX
19.0,24.0,21.5,540,3.38,UberSELECT
10.0,13.0,11.5,540,3.22,uberX
17.0,22.0,19.5,540,3.22,UberSELECT
12.0,15.0,13.5,720,4.0,uberX
16.0,21.0,18.5,720,4.0,UberSELECT
18.0,23.0,20.5,660,5.46,uberX
25.0,32.0,28.5,660,5.46,UberSELECT
9.0,12.0,10.5,480,2.96,uberX
15.0,20.0,17.5,480,2.96,UberSELECT
20.0,26.0,23.0,1140,8.49,uberX
34.0,42.0,38.0,1140,8.49,UberSELECT
25.0,32.0,28.5,1680,10.66,uberX
36.0,45.0,40.5,1680,10.66,UberSELECT
23.0,29.0,26.0,1500,9.18,uberX
27.0,34.0,30.5,1500,9.18,UberSELECT
16.0,20.0,18.0,1020,6.28,uberX
19.0,24.0,21.5,1020,6.28,UberSELECT
13.0,17.0,15.0,660,5.22,uberX
16.0,20.0,18.0,660,5.22,UberSELECT
15.0,20.0,17.5,900,5.97,uberX
22.0,28.0,25.0,900,5.97,UberSELECT
14.0,19.0,16.5,780,5.8,uberX
24.0,31.0,27.5,780,5.8,UberSELECT
7.0,9.0,8.0,360,1.83,uberX
15.0,19.0,17.0,360,1.83,UberSELECT
9.0,12.0,10.5,480,2.87,uberX
22.0,28.0,25.0,480,2.87,UberSELECT
12.0,15.0,13.5,600,4.37,uberX
25.0,32.0,28.5,600,4.37,UberSELECT
12.0,16.0,14.0,780,4.3,uberX
14.0,19.0,16.5,780,4.3,UberSELECT
10.0,14.0,12.0,540,3.78,uberX
12.0,16.0,14.0,540,3.78,UberSELECT
10.0,13.0,11.5,540,3.27,uberX
11.0,15.0,13.0,540,3.27,UberSELECT
9.0,12.0,10.5,420,2.96,uberX
10.0,14.0,12.0,420,2.96,UberSELECT
18.0,24.0,21.0,840,5.15,uberX
17.0,22.0,19.5,840,5.15,UberSELECT
11.0,15.0,13.0,480,1.95,uberX
8.0,11.0,9.5,480,1.95,UberSELECT
17.0,21.0,19.0,1080,6.49,uberX
24.0,30.0,27.0,1080,6.49,UberSELECT
21.0,26.0,23.5,1260,8.68,uberX
25.0,31.0,28.0,1260,8.68,UberSELECT
9.0,12.0,10.5,480,2.87,uberX
10.0,14.0,12.0,480,2.87,UberSELECT
13.0,17.0,15.0,780,4.9,uberX
16.0,20.0,18.0,780,4.9,UberSELECT
12.0,16.0,14.0,780,4.16,uberX
14.0,19.0,16.5,780,4.16,UberSELECT
10.0,13.0,11.5,540,3.2,uberX
12.0,15.0,13.5,540,3.2,UberSELECT
10.0,13.0,11.5,480,3.74,uberX
12.0,16.0,14.0,480,3.74,UberSELECT
12.0,16.0,14.0,660,4.69,uberX
15.0,19.0,17.0,660,4.69,UberSELECT
10.0,13.0,11.5,540,3.41,uberX
12.0,16.0,14.0,540,3.41,UberSELECT
27.0,34.0,30.5,1740,11.37,uberX
32.0,40.0,36.0,1740,11.37,UberSELECT
12.0,15.0,13.5,780,4.03,uberX
14.0,18.0,16.0,780,4.03,UberSELECT
26.0,33.0,29.5,1740,11.11,uberX
31.0,39.0,35.0,1740,11.11,UberSELECT
23.0,29.0,26.0,1440,9.6,uberX
27.0,34.0,30.5,1440,9.6,UberSELECT
12.0,15.0,13.5,600,4.34,uberX
14.0,18.0,16.0,600,4.34,UberSELECT
24.0,31.0,27.5,1680,10.0,uberX
29.0,36.0,32.5,1680,10.0,UberSELECT
11.0,14.0,12.5,600,3.72,uberX
13.0,17.0,15.0,600,3.72,UberSELECT
9.0,12.0,10.5,420,2.96,uberX
10.0,14.0,12.0,420,2.96,UberSELECT
8.0,11.0,9.5,480,2.66,uberX
10.0,13.0,11.5,480,2.66,UberSELECT
13.0,17.0,15.0,840,4.41,uberX
15.0,20.0,17.5,840,4.41,UberSELECT
16.0,21.0,18.5,1020,5.86,uberX
19.0,24.0,21.5,1020,5.86,UberSELECT
12.0,16.0,14.0,780,4.38,uberX
14.0,19.0,16.5,780,4.38,UberSELECT
14.0,19.0,16.5,780,5.33,uberX
17.0,22.0,19.5,780,5.33,UberSELECT
25.0,32.0,28.5,1620,10.66,uberX
30.0,38.0,34.0,1620,10.66,UberSELECT
21.0,27.0,24.0,1380,8.71,uberX
25.0,32.0,28.5,1380,8.71,UberSELECT
19.0,24.0,21.5,1200,7.49,uberX
22.0,28.0,25.0,1200,7.49,UberSELECT
16.0,21.0,18.5,1140,6.3,uberX
20.0,25.0,22.5,1140,6.3,UberSELECT
9.0,13.0,11.0,540,3.06,uberX
11.0,15.0,13.0,540,3.06,UberSELECT
14.0,18.0,16.0,660,4.53,uberX
16.0,21.0,18.5,660,4.53,UberSELECT
13.0,17.0,15.0,780,4.86,uberX
16.0,20.0,18.0,780,4.86,UberSELECT
9.0,12.0,10.5,480,2.77,uberX
10.0,14.0,12.0,480,2.77,UberSELECT
19.0,25.0,22.0,1140,7.86,uberX
23.0,29.0,26.0,1140,7.86,UberSELECT
26.0,33.0,29.5,1620,11.08,uberX
31.0,39.0,35.0,1620,11.08,UberSELECT
16.0,21.0,18.5,1020,5.86,uberX
19.0,24.0,21.5,1020,5.86,UberSELECT
10.0,13.0,11.5,600,3.14,uberX
11.0,15.0,13.0,600,3.14,UberSELECT
14.0,19.0,16.5,1080,5.01,uberX
17.0,22.0,19.5,1080,5.01,UberSELECT
12.0,16.0,14.0,720,4.14,uberX
14.0,18.0,16.0,720,4.14,UberSELECT
8.0,11.0,9.5,420,2.57,uberX
9.0,13.0,11.0,420,2.57,UberSELECT
10.0,13.0,11.5,540,3.42,uberX
11.0,15.0,13.0,540,3.42,UberSELECT
23.0,29.0,26.0,1560,9.44,uberX
27.0,34.0,30.5,1560,9.44,UberSELECT
15.0,19.0,17.0,900,5.64,uberX
18.0,23.0,20.5,900,5.64,UberSELECT
15.0,20.0,17.5,1020,5.8,uberX
18.0,23.0,20.5,1020,5.8,UberSELECT
7.0,10.0,8.5,420,2.14,uberX
8.0,11.0,9.5,420,2.14,UberSELECT
12.0,16.0,14.0,840,4.4,uberX
14.0,19.0,16.5,840,4.4,UberSELECT
8.0,11.0,9.5,420,2.58,uberX
9.0,13.0,11.0,420,2.58,UberSELECT
20.0,25.0,22.5,1440,7.95,uberX
24.0,30.0,27.0,1440,7.95,UberSELECT
32.0,41.0,36.5,2160,14.06,uberX
39.0,48.0,43.5,2160,14.06,UberSELECT
18.0,23.0,20.5,1200,7.19,uberX
21.0,27.0,24.0,1200,7.19,UberSELECT
13.0,16.0,14.5,720,4.73,uberX
15.0,19.0,17.0,720,4.73,UberSELECT
16.0,21.0,18.5,1200,6.27,uberX
19.0,25.0,22.0,1200,6.27,UberSELECT
22.0,28.0,25.0,1500,8.9,uberX
26.0,33.0,29.5,1500,8.9,UberSELECT
11.0,14.0,12.5,720,3.58,uberX
13.0,17.0,15.0,720,3.58,UberSELECT
18.0,23.0,20.5,1440,5.99,uberX
21.0,27.0,24.0,1440,5.99,UberSELECT
12.0,16.0,14.0,840,4.16,uberX
14.0,19.0,16.5,840,4.16,UberSELECT
10.0,13.0,11.5,660,3.3,uberX
19.0,24.0,21.5,660,3.3,UberSELECT
12.0,16.0,14.0,720,4.42,uberX
27.0,34.0,30.5,720,4.42,UberSELECT
29.0,36.0,32.5,1920,12.22,uberX
82.0,101.0,91.5,1920,12.22,UberSELECT
6.0,8.0,7.0,240,1.36,uberX
18.0,23.0,20.5,240,1.36,UberSELECT
20.0,26.0,23.0,840,4.41,uberX
53.0,66.0,59.5,840,4.41,UberSELECT
29.0,37.0,33.0,1620,8.26,uberX
102.0,126.0,114.0,1620,8.26,UberSELECT
22.0,28.0,25.0,1860,8.67,uberX
126.0,155.0,140.5,1860,8.67,UberSELECT
24.0,30.0,27.0,1920,9.51,uberX
139.0,171.0,155.0,1920,9.51,UberSELECT
25.0,32.0,28.5,1800,10.27,uberX
145.0,178.0,161.5,1800,10.27,UberSELECT
11.0,15.0,13.0,600,4.06,uberX
65.0,81.0,73.0,600,4.06,UberSELECT
10.0,13.0,11.5,660,3.1,uberX
56.0,69.0,62.5,660,3.1,UberSELECT
13.0,17.0,15.0,1020,4.38,uberX
75.0,92.0,83.5,1020,4.38,UberSELECT
7.0,10.0,8.5,480,2.05,uberX
42.0,52.0,47.0,480,2.05,UberSELECT
11.0,14.0,12.5,720,3.55,uberX
56.0,69.0,62.5,720,3.55,UberSELECT
10.0,14.0,12.0,660,3.67,uberX
45.0,56.0,50.5,660,3.67,UberSELECT
17.0,22.0,19.5,1140,6.7,uberX
65.0,80.0,72.5,1140,6.7,UberSELECT
22.0,28.0,25.0,1560,8.89,uberX
60.0,74.0,67.0,1560,8.89,UberSELECT
19.0,24.0,21.5,1500,7.23,uberX
47.0,58.0,52.5,1500,7.23,UberSELECT
14.0,18.0,16.0,1080,5.05,uberX
23.0,29.0,26.0,1080,5.05,UberSELECT
6.0,9.0,7.5,300,1.79,uberX
9.0,12.0,10.5,300,1.79,UberSELECT
29.0,36.0,32.5,2040,12.26,uberX
35.0,43.0,39.0,2040,12.26,UberSELECT
22.0,28.0,25.0,1740,8.44,uberX
26.0,33.0,29.5,1740,8.44,UberSELECT
31.0,38.0,34.5,2220,12.91,uberX
36.0,46.0,41.0,2220,12.91,UberSELECT
14.0,19.0,16.5,1020,5.57,uberX
17.0,22.0,19.5,1020,5.57,UberSELECT
23.0,29.0,26.0,1800,8.99,uberX
27.0,34.0,30.5,1800,8.99,UberSELECT
13.0,16.0,14.5,1020,4.36,uberX
15.0,19.0,17.0,1020,4.36,UberSELECT
8.0,11.0,9.5,420,2.33,uberX
9.0,13.0,11.0,420,2.33,UberSELECT
20.0,26.0,23.0,1380,8.31,uberX
24.0,31.0,27.5,1380,8.31,UberSELECT
9.0,12.0,10.5,540,3.12,uberX
11.0,15.0,13.0,540,3.12,UberSELECT
26.0,33.0,29.5,1620,11.1,uberX
31.0,39.0,35.0,1620,11.1,UberSELECT
12.0,16.0,14.0,720,4.16,uberX
14.0,19.0,16.5,720,4.16,UberSELECT
14.0,19.0,16.5,900,5.2,uberX
17.0,22.0,19.5,900,5.2,UberSELECT
29.0,37.0,33.0,2040,12.27,uberX
35.0,43.0,39.0,2040,12.27,UberSELECT
13.0,17.0,15.0,1140,4.46,uberX
16.0,20.0,18.0,1140,4.46,UberSELECT
15.0,20.0,17.5,1140,5.28,uberX
18.0,23.0,20.5,1140,5.28,UberSELECT
32.0,40.0,36.0,2220,13.51,uberX
38.0,47.0,42.5,2220,13.51,UberSELECT
12.0,15.0,13.5,960,3.94,uberX
14.0,18.0,16.0,960,3.94,UberSELECT
12.0,16.0,14.0,780,4.06,uberX
14.0,19.0,16.5,780,4.06,UberSELECT
13.0,17.0,15.0,1080,4.36,uberX
15.0,20.0,17.5,1080,4.36,UberSELECT
17.0,22.0,19.5,1440,6.28,uberX
20.0,26.0,23.0,1440,6.28,UberSELECT
28.0,36.0,32.0,1980,12.0,uberX
34.0,42.0,38.0,1980,12.0,UberSELECT
11.0,15.0,13.0,600,4.05,uberX
13.0,17.0,15.0,600,4.05,UberSELECT
19.0,24.0,21.5,1440,7.32,uberX
22.0,29.0,25.5,1440,7.32,UberSELECT
22.0,28.0,25.0,1800,8.79,uberX
27.0,34.0,30.5,1800,8.79,UberSELECT
19.0,25.0,22.0,1560,7.5,uberX
23.0,30.0,26.5,1560,7.5,UberSELECT
13.0,17.0,15.0,840,4.65,uberX
15.0,20.0,17.5,840,4.65,UberSELECT
16.0,21.0,18.5,1140,6.04,uberX
19.0,25.0,22.0,1140,6.04,UberSELECT
11.0,14.0,12.5,780,3.5,uberX
13.0,16.0,14.5,780,3.5,UberSELECT
16.0,20.0,18.0,1080,5.71,uberX
19.0,24.0,21.5,1080,5.71,UberSELECT
9.0,12.0,10.5,540,2.71,uberX
11.0,14.0,12.5,540,2.71,UberSELECT
12.0,15.0,13.5,900,3.97,uberX
14.0,18.0,16.0,900,3.97,UberSELECT
14.0,18.0,16.0,900,5.0,uberX
17.0,21.0,19.0,900,5.0,UberSELECT
6.0,8.0,7.0,180,0.95,uberX
6.0,9.0,7.5,180,0.95,UberSELECT
20.0,26.0,23.0,1620,7.67,uberX
24.0,30.0,27.0,1620,7.67,UberSELECT
15.0,19.0,17.0,1080,5.13,uberX
17.0,22.0,19.5,1080,5.13,UberSELECT
20.0,26.0,23.0,1560,7.48,uberX
24.0,30.0,27.0,1560,7.48,UberSELECT
8.0,10.0,9.0,480,2.12,uberX
9.0,12.0,10.5,480,2.12,UberSELECT
26.0,33.0,29.5,1860,10.86,uberX
31.0,39.0,35.0,1860,10.86,UberSELECT
28.0,36.0,32.0,2040,11.99,uberX
34.0,43.0,38.5,2040,11.99,UberSELECT
23.0,29.0,26.0,1680,9.45,uberX
28.0,35.0,31.5,1680,9.45,UberSELECT
21.0,27.0,24.0,1620,6.74,uberX
25.0,32.0,28.5,1620,6.74,UberSELECT
6.0,9.0,7.5,240,1.63,uberX
8.0,10.0,9.0,240,1.63,UberSELECT
11.0,14.0,12.5,660,3.73,uberX
13.0,17.0,15.0,660,3.73,UberSELECT
14.0,18.0,16.0,840,4.9,uberX
16.0,21.0,18.5,840,4.9,UberSELECT
14.0,18.0,16.0,1080,4.67,uberX
17.0,21.0,19.0,1080,4.67,UberSELECT
11.0,14.0,12.5,600,3.75,uberX
13.0,17.0,15.0,600,3.75,UberSELECT
24.0,30.0,27.0,1860,8.76,uberX
28.0,36.0,32.0,1860,8.76,UberSELECT
